Unnamed: 0,发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道,new_comment
5220,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5221,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5222,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5223,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5224,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5225,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5226,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5227,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5228,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5229,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5230,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5231,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5232,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5233,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5234,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5235,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5236,2022-08-01 04:02:48,2022-08-01,04:02:48,ExoDus291,Same, ,,general-chat,
5237,2022-08-01 04:02:31,2022-08-01,04:02:31,perry.bad,Hate you all, ,,general-chat,hate
5238,2022-08-01 04:02:26,2022-08-01,04:02:26,perry.bad,Bye, ,,general-chat,bye
5239,2022-08-01 04:42:06,2022-08-01,04:42:06,Gregg2G,I GOT A DIAMONDBACK, ,,general-chat,diamondback
5240,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5241,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5242,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5243,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5244,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5245,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5246,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5247,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5248,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5249,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5250,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5251,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5252,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5253,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5254,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5255,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5256,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5257,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5258,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5259,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5260,2022-08-01 04:02:48,2022-08-01,04:02:48,ExoDus291,Same, ,,general-chat,
5261,2022-08-01 04:02:31,2022-08-01,04:02:31,perry.bad,Hate you all, ,,general-chat,hate
5262,2022-08-01 04:02:26,2022-08-01,04:02:26,perry.bad,Bye, ,,general-chat,bye
5263,2022-08-01 04:01:35,2022-08-01,04:01:35,ExoDus291,One last goodbye, ,,general-chat,goodby
5264,2022-08-01 04:41:30,2022-08-01,04:41:30,Ghoul,"Cya Gregg, it's been a pleasure 🙂", ,,general-chat,cya gregg pleasur
5265,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5266,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5267,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5268,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5269,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5270,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5271,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5272,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5273,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5274,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5275,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5276,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5277,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5278,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5279,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5280,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
5281,2022-08-01 04:03:51,2022-08-01,04:03:51,battlebot579,Its not getting deleted, ,ExoDus291,general-chat,delet
5282,2022-08-01 04:03:17,2022-08-01,04:03:17,perry.bad,Anyone who wants to dunk on division 1 hmu same uplay!, ,,general-chat,dunk divis hmu uplay
5283,2022-08-01 04:02:51,2022-08-01,04:02:51,ExoDus291,>:(, ,,general-chat,
5284,2022-08-01 04:02:48,2022-08-01,04:02:48,ExoDus291,Same, ,,general-chat,
5285,2022-08-01 04:02:31,2022-08-01,04:02:31,perry.bad,Hate you all, ,,general-chat,hate
5286,2022-08-01 04:02:26,2022-08-01,04:02:26,perry.bad,Bye, ,,general-chat,bye
5287,2022-08-01 04:01:35,2022-08-01,04:01:35,ExoDus291,One last goodbye, ,,general-chat,goodby
5288,2022-08-01 04:01:32,2022-08-01,04:01:32,ExoDus291,Or the server is deleted, ,,general-chat,server delet
5289,2022-08-01 04:34:42,2022-08-01,04:34:42,Gregg2G,Yeah! In case I don't get to say so before things close. It was great to meet you all and I have high hopes for this game right now. I wanted to quit mobile gaming after Diablo Immortal because I was looking forward to that game so much for years and what they did with that game has almost ruined the franchise for me.This game has restored my hopes for mobile gaming for the time being., ,,general-chat,yeah close meet hope game quit mobil game diablo immort forward game game ruin franchis game restor hope mobil game time
5290,2022-08-01 04:33:48,2022-08-01,04:33:48,Ghoul,"I mean, see you soon 😄", ,,general-chat,
5291,2022-08-01 04:33:42,2022-08-01,04:33:42,Ghoul,"Moody, sleep well and never return to this server !", ,D3LT4_Moody,general-chat,moodi sleep return server
5292,2022-08-01 04:31:41,2022-08-01,04:31:41,D3LT4_Moody,"Well, I'm headed off to bed, so good night 😴...Nice to meet you guys, Hope to talk to many of you the next time around 😊Stay safe buttholes 🙃💙", ,,general-chat,head bed night nice meet guy hope talk time stay safe butthol
5293,2022-08-01 04:22:51,2022-08-01,04:22:51,Revectane,lol, ,,general-chat,lol
5294,2022-08-01 04:21:17,2022-08-01,04:21:17,TheCrusader,"AgentlewisOppo X3 neoExotic scope glitchJust after a cutsceen or start of mission section the zoom on the diamondback zoomed in super far, estimated 20X possibly 40X.Way to replicate is by after cutsceen use diamondback scope imidiatly and that's all", ,,feedback-and-bugs,agentlewisoppo neoexot scope glitchjust cutsceen start mission zoom diamondback zoom super estim replic cutsceen diamondback scope imidiat
5295,2022-08-01 04:19:18,2022-08-01,04:19:18,TheCrusader,"AgentlewisOPPO X3 neoCrashI was playing with a random in matchmaking and they went afk, I continued and just before you start the first section of the boss on a new enemy mission it crashed when I was walking to the next section because it doesn't teleport you after cutsceen unless host has finished too", ,,feedback-and-bugs,agentlewisoppo neocrashi play random matchmak afk continu start boss enemi mission crash walk teleport cutsceen host finish
5296,2022-08-01 04:17:11,2022-08-01,04:17:11,TheCrusader,2 bug reports inbound stand by, ,,feedback-and-bugs,bug report inbound stand
5297,2022-08-01 04:14:18,2022-08-01,04:14:18,D3LT4_Moody,"So basically, the server stays but we won't be able to talk till the next test?!?", ,,general-chat,basic server stay talk till test
5298,2022-08-01 04:14:09,2022-08-01,04:14:09,Gregg2G,"Not Shroud, Smoke lol", ,,general-chat,shroud smoke lol
5299,2022-08-01 04:13:58,2022-08-01,04:13:58,Gregg2G,made level 30 I'm happy with that. I wonder if anyone is higher than ~~Shroud ~~at 37, ,,general-chat,level happi shroud
5300,2022-08-01 04:10:52,2022-08-01,04:10:52,Riggy Gaming,https://tenor.com/view/yes-will-ferrell-awesome-gif-14597941, ,,general-chat,
5301,2022-08-01 04:10:17,2022-08-01,04:10:17,Gregg2G,https://tenor.com/view/desi-banks-getting-crunk-happy-dance-hell-yeah-gif-15119215, ,battlebot579,general-chat,
5302,2022-08-01 04:05:36,2022-08-01,04:05:36,battlebot579,why u leaving doe the servers not going anywhere, ,perry.bad,general-chat,leav doe server
5303,2022-08-01 04:04:33,2022-08-01,04:04:33,battlebot579,I think we persuaded James to let us keep it as the official discord when the game launches, ,,general-chat,persuad jame offici discord game launch
5304,2022-08-01 04:04:06,2022-08-01,04:04:06,battlebot579,The chat channels are gonna be closed, ,,general-chat,chat channel gonna close
