发文原始时间,发文日期,发文时间 HH:MM:SS,发布者名字,内容信息,机翻内容,被提及人,频道
2022-07-27 17:09:38,2022-07-27,17:09:38,Sternitzky,"Nope. I am button addicted. Maybe I am Windows-marred. On my desktop I am using Open Shell and a slim tidy start menu. And my desktop isn't cluttered with shortcuts like a garbage can. Maybe I am old fashioned, but I am Cylons forearmed. 😆", ,Jord,ask-the-team
2022-07-27 17:02:52,2022-07-27,17:02:52,Ghoul,"I don't know to be honest, but speaking from previous experiences I would say yes.", ,Dreistmann,feedback-and-bugs
2022-07-27 16:55:46,2022-07-27,16:55:46,Tyrn,"Dang, thanks for letting me know.  Getting a new phone today (Sony Xperia 1 iii - its on the list) heres hoping I can catch the test on that!", ,D3LT4_Moody,feedback-and-bugs
2022-07-27 16:54:36,2022-07-27,16:54:36,Dreistmann,and for a later test I will be invited again?, ,Ghoul,feedback-and-bugs
2022-07-27 16:52:44,2022-07-27,16:52:44,Jord,Do you not use the gesture based setting ?, ,,ask-the-team
2022-07-27 16:51:47,2022-07-27,16:51:47,Ghoul,https://tenor.com/view/terminator-terminator-robot-looking-flex-cool-robot-gif-16625083, ,PorterEva,general-chat
2022-07-27 16:50:38,2022-07-27,16:50:38,Hinks92,"with the shd tech points from the crates, when you respeck do you lose those extra points or keep them?", ,,general-chat
2022-07-27 16:50:31,2022-07-27,16:50:31,Sternitzky,"I just now tested it, and it's working now. In the beginning of the Alpha Test it didn't work, only  first middle button and then left button. Good to know it's working now directly with the left button.", ,,ask-the-team
2022-07-27 16:49:29,2022-07-27,16:49:29,Ghoul,And wont be for this test unfortunatly, ,Dreistmann,feedback-and-bugs
2022-07-27 16:49:18,2022-07-27,16:49:18,PorterEva,i hate whoever decided that should be a thing, ,,general-chat
2022-07-27 16:41:50,2022-07-27,16:41:50,Dreistmann,S21 5g still not supported, ,,feedback-and-bugs
2022-07-27 16:41:28,2022-07-27,16:41:28,Jord,Hit the app switcher and close it from there All save data is backed up on cloud so you wont lose anything, ,Sternitzky,ask-the-team
2022-07-27 16:40:26,2022-07-27,16:40:26,D3LT4_Moody,https://youtu.be/-bgad3HRb64, ,,general-chat
2022-07-27 16:40:23,2022-07-27,16:40:23,Sternitzky,Just out of curiosity: how can I close the game? I found no main menu with a Quit Game button nor was I able to close the game via double tapping the very phone's backwards/close button like some other games support it. Only the phone's minimize button functions. And after that I am finally able to force-close the game in order to quit it. It's the only option I found out., ,,ask-the-team
2022-07-27 16:38:55,2022-07-27,16:38:55,Jord,I sent a screenshot over of the notification to dededeth, ,Houwie70,ask-the-team
2022-07-27 16:37:30,2022-07-27,16:37:30,Jord,Loool i saw this 😅, ,Teado,general-chat
2022-07-27 16:36:38,2022-07-27,16:36:38,Jord,Its closing the game As ive had this aswell As have many others Its been closed and then purged from the memory and it still somehow runs in the background, ,KleeKlee,ask-the-team
2022-07-27 16:24:24,2022-07-27,16:24:24,KleeKlee,"Emmm, may i ask if you really ""close"" the game or just back to the desktop?", ,Houwie70,ask-the-team
2022-07-27 16:15:29,2022-07-27,16:15:29,PorterEva,bruh that's the rise of robodogs i'm telling ya, ,,general-chat
2022-07-27 16:15:01,2022-07-27,16:15:01,Teado,I mean it's not like the rise of skynet or nothing...or is it?, ,,general-chat
2022-07-27 16:14:17,2022-07-27,16:14:17,Teado,https://tenor.com/view/weird-al-crazy-wow-creepy-nuts-gif-5547782, ,,general-chat
2022-07-27 16:12:20,2022-07-27,16:12:20,PorterEva,good guy persona that still threatens you to suffocate from grilled cheese? yeah i use that algorithm, ,,general-chat
2022-07-27 16:10:18,2022-07-27,16:10:18,LukeD,"You mean between the algorithm and the algorithms ""good guy"" persona", ,Teado,general-chat
2022-07-27 16:09:39,2022-07-27,16:09:39,Teado,"Yeah on computer at least at the top you have this button, you can switch between the algorithm and latest", ,,general-chat
2022-07-27 16:08:59,2022-07-27,16:08:59,Jord,Thats been happening alot Ive reported this one aswell, ,Houwie70,ask-the-team
2022-07-27 16:06:04,2022-07-27,16:06:04,LukeD,You can't go against the algorithm. The algorithm knows. It always knows, ,,general-chat
2022-07-27 16:03:56,2022-07-27,16:03:56,Frays,"If I remember correctly you can pick between chronological or stuff picked by the algorithm, I might be wrong but I feel like I've read this somewhere", ,,general-chat
2022-07-27 16:02:25,2022-07-27,16:02:25,LukeD,"My Twitter only shows me things from at least 11 hours ago, it's testing my will power not to reply to things that are too old to reply to", ,Frays,general-chat
2022-07-27 16:01:35,2022-07-27,16:01:35,PorterEva,lmao, ,,general-chat
2022-07-27 16:01:13,2022-07-27,16:01:13,Frays,and it's from yesterday, ,,general-chat
2022-07-27 16:01:05,2022-07-27,16:01:05,Frays,nah that's a screenshot from my personal account lol, ,PorterEva,general-chat
2022-07-27 16:00:43,2022-07-27,16:00:43,Riggy Gaming,Living the dream 🤣, ,,general-chat
2022-07-27 16:00:13,2022-07-27,16:00:13,PorterEva,no communitcation with the worker that owns the Twitter account?, ,,general-chat
2022-07-27 15:59:31,2022-07-27,15:59:31,Frays,"Well, thanks Twitter, I wasn't aware of that", ,,general-chat
2022-07-27 15:53:06,2022-07-27,15:53:06,LukeD,I'll allow it, ,,general-chat
2022-07-27 15:53:02,2022-07-27,15:53:02,LukeD,I guess, ,,general-chat
2022-07-27 15:52:49,2022-07-27,15:52:49,Ghoul,1 account and purchases available on all systems, ,,general-chat
2022-07-27 15:52:34,2022-07-27,15:52:34,Ghoul,Not the best game but I think they did it right, ,,general-chat
2022-07-27 15:52:12,2022-07-27,15:52:12,LukeD,Ew, ,,general-chat
2022-07-27 15:51:51,2022-07-27,15:51:51,Ghoul,Fortnite?, ,LukeD,general-chat
2022-07-27 15:41:09,2022-07-27,15:41:09,LukeD,But that will never happen because money 🥲, ,,general-chat
2022-07-27 15:40:37,2022-07-27,15:40:37,LukeD,I like to believe in a Utopian future where games are no longer platform specific and you can play it on whatever you have wherever you are with a single subscription or a single purchase, ,,general-chat
2022-07-27 15:37:29,2022-07-27,15:37:29,Sternitzky,"Or like someone suggested before: play on the smartphone on the move, continue at home on the desktop.", ,PorterEva,general-chat
2022-07-27 15:31:33,2022-07-27,15:31:33,PorterEva,i played for a long time to say that i beg for a PC port and can't wait for future development of this title, ,,general-chat
2022-07-27 15:30:54,2022-07-27,15:30:54,LukeD,Gooood morning Agents 😄, ,,general-chat
2022-07-27 15:30:49,2022-07-27,15:30:49,PorterEva,it's not usual that a alpha gets extended. seems that the testers that can run it are very happy that this game slaps almost as hard as division 1, ,,general-chat
2022-07-27 15:30:33,2022-07-27,15:30:33,Frays,Well there's nothing I can do about that lol, ,,general-chat
2022-07-27 15:29:35,2022-07-27,15:29:35,PorterEva,my game is lagging lol, ,,general-chat
2022-07-27 15:27:53,2022-07-27,15:27:53,Riggy Gaming,Hell yeahh, ,,general-chat
2022-07-27 15:24:27,2022-07-27,15:24:27,Frays,"Hey hey hey, are you all excited that the test got extended? 🙂", ,,general-chat
2022-07-27 15:17:00,2022-07-27,15:17:00,D3LT4_Moody,"Ok, Have fun :)", ,Malahawi3107,feedback-and-bugs
2022-07-27 14:41:07,2022-07-27,14:41:07,Malahawi3107,"Yes, I tried it in the browser.  Google says ""not compatible"".  Did it now without Google", ,D3LT4_Moody,feedback-and-bugs
2022-07-27 11:32:29,2022-07-27,11:32:29,Sternitzky,Thank you very much., ,gkopou,general-chat
2022-07-27 10:20:58,2022-07-27,10:20:58,gkopou,"To open SHD crates, go to specialization and next to the ""reset talent point"" there is a plus icon. Press it and then press use. Choose the amount of crates you want to open and done.", ,JohnnyPlays91,general-chat
2022-07-27 09:49:36,2022-07-27,09:49:36,Sternitzky,"I don't know yet about the SHD Tech crates, but I found out, that you can use your unwanted mods for upgrading your favorite mods. So it's some sort of dismantling them. Press the upgrade button, and then you can feed a bar with unwanted until it's full et voilà: mod is upgraded.", ,JohnnyPlays91,general-chat
2022-07-27 09:40:14,2022-07-27,09:40:14,Sternitzky,"Ingame character name (Avatrunei)Device information (Samsung Galaxy S20 FE 5G)Issue (phone overheating)Issue type (overheating)Description (playing the game causes the phone to overheat and auto-close the game)Result (game force-closed by phone)Expected result (phone not overheating and hence game not force-closing)Steps to reproduce (Playing with graphics preset on Ultra. Game closes due to overheating after about 2 hours. Apart from that gaming on Ultra was smooth and battery drainage fair. Tested the temperature issue with graphics preset on High and RAM Plus 6 GB. After that, the temperature didn't rise as much as before and hence no shutdown occurred.)", ,,feedback-and-bugs
2022-07-27 09:08:08,2022-07-27,09:08:08,Houwie70,I'll keep my eyes open should it happen again, ,,ask-the-team
2022-07-27 09:07:59,2022-07-27,09:07:59,Houwie70,"When you play the game and you close the game on android it will run a small process in the background, I know because my specific phone (OnePlus 7T) gives me notifications when an app is still running. I checked in running processes in Android dev settings and there was a process running. And just as I try to replicate this it does not happen...... so I'm afraid I can't really say anything else", ,,ask-the-team
2022-07-27 09:03:10,2022-07-27,09:03:10,dededeth,"Hi, could you please give me more details of this situation?", ,,ask-the-team
2022-07-27 08:52:59,2022-07-27,08:52:59,dededeth,Hello there, ,,general-chat
2022-07-27 08:46:02,2022-07-27,08:46:02,-DarkSpecter-,Hello, ,,general-chat
2022-07-27 08:45:42,2022-07-27,08:45:42,zDqniL,hi, ,,general-chat
2022-07-27 08:43:51,2022-07-27,08:43:51,-DarkSpecter-,"If it makes ur phone run poorly try going into your phones dev settings and change some settings for the hardware, it worked for me now it runs stable with no overheating", ,JohnnyPlays91,general-chat
2022-07-27 08:41:42,2022-07-27,08:41:42,Houwie70,Why is the game running a service in the background even when I completely close the game?, ,,ask-the-team
2022-07-27 07:27:59,2022-07-27,07:27:59,Kosef,In game character name: KrackenbeardDevice information: Samsung S21 FE 5GIssue: Camera doesn't follow you if you open your inventory on roof lift during trinity hospital mission before going to stock exchangeIssue type: Camera glitchDescription: Observed on roof lift during trinity hospital mission before going to stock exchange when I opened my inventory on the roof lift after the helicopter crash the camera stopped following my character while the inventory was openResult: Minor annoyance during missionsSteps to reproduce: Open inventory on roof lift after helicopter crash in into missions unsure if this effects other moving platforms., ,,feedback-and-bugs
2022-07-27 06:35:52,2022-07-27,06:35:52,JohnnyPlays91,How do I open SHD Tech crates? And can I dismantle or sell mods?, ,,general-chat
2022-07-27 06:32:10,2022-07-27,06:32:10,JohnnyPlays91,"Its sucking my phone empty like nothing plus overheats it and makes the performance drop the longer I play.Expected from an Alpha build, hope they can fix it at least a bit for the launch version.", ,,general-chat
2022-07-27 06:31:04,2022-07-27,06:31:04,JohnnyPlays91,Hope the game gets lots of optimisations before launch, ,,general-chat
2022-07-27 05:59:07,2022-07-27,05:59:07,PorterEva,not long enough for my next kill, ,,general-chat
2022-07-27 05:43:58,2022-07-27,05:43:58,Gregg2G,Seems to last a long time though, ,,general-chat
2022-07-27 05:41:35,2022-07-27,05:41:35,PorterEva,too bad it's only after a kill, ,,general-chat
2022-07-27 05:36:40,2022-07-27,05:36:40,Ghoul,Yes its great 😄, ,,general-chat
2022-07-27 05:29:00,2022-07-27,05:29:00,Gregg2G,Lady Death movement speed buff is insane lol, ,,general-chat
2022-07-27 05:20:13,2022-07-27,05:20:13,Ghoul,"Only found an npc with i cannot interact, an ammo case and a ladder down i cant use", ,,general-chat
2022-07-27 05:17:28,2022-07-27,05:17:28,Ghoul,"Yes, so muche empty space 😦 and no way into the DZ as of yet 😄", ,,general-chat
2022-07-27 05:15:36,2022-07-27,05:15:36,dededeth,Are you feeling tired by now?, ,Ghoul,general-chat
2022-07-27 05:12:30,2022-07-27,05:12:30,Gregg2G,Yeah true I'd definitely not buy one right now I can at least wait until winter we don't have much longer until autumn anyhow., ,D3LT4_Moody,general-chat
2022-07-27 05:12:07,2022-07-27,05:12:07,D3LT4_Moody,"Sorry, But exynos doesn't work at all at the moment.", ,Tyrn,feedback-and-bugs
2022-07-27 05:09:47,2022-07-27,05:09:47,Tyrn,"Exynos and yes, remote doesnt work either", ,D3LT4_Moody,feedback-and-bugs
2022-07-27 05:07:07,2022-07-27,05:07:07,D3LT4_Moody,Always depends on when your looking and how supply is. I got a good deal last year for around 180. It's been a live saver, ,,general-chat
2022-07-27 05:06:55,2022-07-27,05:06:55,Gregg2G,lol nah not even close I still have much more I could do and improve on 😁, ,Ghoul,general-chat
2022-07-27 05:05:42,2022-07-27,05:05:42,Gregg2G,Yeah I was looking at air conditioners built for server rooms last week. Prices didn't seem too bad., ,D3LT4_Moody,general-chat
2022-07-27 05:05:01,2022-07-27,05:05:01,Ghoul,You must be tired of the game before it even launches 😄, ,,general-chat
2022-07-27 05:04:55,2022-07-27,05:04:55,D3LT4_Moody,"You should try and get some ac for the upcoming years. It's only gonna get hotter, and that combined withe the high humidity we get it'll be necessary", ,Gregg2G,general-chat
2022-07-27 05:04:49,2022-07-27,05:04:49,Ghoul,How long did it all take 😄, ,,general-chat
2022-07-27 05:03:32,2022-07-27,05:03:32,Gregg2G,lol thanks ;D, ,,general-chat
2022-07-27 05:02:43,2022-07-27,05:02:43,Ghoul,' Bout time 😄, ,,general-chat
2022-07-27 05:02:31,2022-07-27,05:02:31,Ghoul,Lmao GG!, ,,general-chat
2022-07-27 05:01:56,2022-07-27,05:01:56,Gregg2G,P90 with Vampirism 3  , ,,general-chat
2022-07-27 05:01:46,2022-07-27,05:01:46,Gregg2G,OMG IT FINALLY HAPPENED, ,,general-chat
2022-07-27 04:50:40,2022-07-27,04:50:40,Ghoul,So i guess im not the first to reach Times Square 😦, ,,ask-the-team
2022-07-27 04:49:30,2022-07-27,04:49:30,Ghoul,They are here as well 😄, ,,ask-the-team
2022-07-27 04:49:24,2022-07-27,04:49:24,Gregg2G,"Where I come from this weather is normal, but we have Air Conditioning everywhere. I'm gonna have to get some AC here in Germany if this keeps up 😅", ,,general-chat
2022-07-27 04:49:24,2022-07-27,04:49:24,Ghoul,"Yeah, did encouter those first time heading to camp hudson", ,,ask-the-team
2022-07-27 04:44:08,2022-07-27,04:44:08,D3LT4_Moody,Are you sure? Do you have the snapdragon or exynos version? Have you tried installing through browser?, ,Malahawi3107,feedback-and-bugs
2022-07-27 04:37:36,2022-07-27,04:37:36,Riggy Gaming,Hell yh it is, ,~~DesertRainbow~~,general-chat
2022-07-27 04:36:54,2022-07-27,04:36:54,Riggy Gaming,Tbh I am too even tho I choose to stay indoors all day every day 😅, ,,general-chat
2022-07-27 04:36:47,2022-07-27,04:36:47,~~DesertRainbow~~,Oh it's coming home, ,battlebot579,general-chat
2022-07-27 04:36:37,2022-07-27,04:36:37,gkopou,"Did you reach the cardboard cutouts buildings as well, where you are able to run right through them? Some sewers were left open too, can't go down tho...", ,,ask-the-team
2022-07-27 04:36:22,2022-07-27,04:36:22,M4YON,don't be jinxing it I'm enjoying the cool breeze and rain 😂, ,Riggy Gaming,general-chat
2022-07-27 04:35:21,2022-07-27,04:35:21,Riggy Gaming,*it still could as it is only mid week*, ,,general-chat
